score,y,ko_text
4.0,1,첫 방문이었는데 직원분들도 친절하고 음식도 너무 맛있었어요다음에 또 가고 싶네요
5.0,1,고기 맛있고 직원분들 친절합니다
5.0,1,부담없이 맛있게 가성비 좋게 질 좋은 소고기를 먹을 수 있는 곳이예요 점심에 소고기에 와인 한잔 곁들이니 어느 레스토랑 부럽지않은 분위기도 너무 좋았네요
4.5,1,분위기드 좋고 맛도너무맛있었어요
5.0,1,가격도 좋고 고기 맛도 훌륭했습니다
5.0,1,가게 내부 분위기가 글램핑느낌나는 전구들로 꾸며져있어서 아늑하고 좋아요테이블수는 의외로 많아서 옆테이블과 거리두기하면서 식사할 수 있었습니다 고기도 가격대비 질이 좋아서 만족한 식사하고 갑니다
1.0,0, 만족
5.0,1,분위기도 좋고 가성비 좋은 강남 소고기 맛집입니다 와인도 저렴하서 소고기에 와인까지 맛있게 먹고 왔네요
4.5,1,맛도조코 다좋아요
5.0,1,사장님이 맛있고 고기가 친절해요
5.0,1,강남 고기꾼 김춘배는 언제나 맛있습니다좋은고기  친절한 서비스 등 모든게 만족이었어요재 방문의사 있으며 다시 네이버 예약할거에요 
2.5,0,염통 막창 쫄깃하니 맛있었어요곱창을 좋아하고 대창은 안좋아하는 편인데곱창이 대창스럽네요 지방 제거가 거의 안되어있어서 좀 느끼했어요
5.0,1,사장님도 친절하시고 조용하니 좋았습니다다음에 또 방문하겠습니다
5.0,1,주인아주머니가 굉장히 친절합니다곱창 김치말이국수 날치알볶음밥 맛있었어요
5.0,1,친절하세요 음식도 맛있어요 
5.0,1,친절하고 조아용
5.0,1,좋았습니다
5.0,1,맛있었고 친절했습니다
4.0,1,맛잇엇어요
5.0,1,사장님이 잘 챙겨주시고 필요한건 없는지도 물어봐주셔서 서비스도 좋고 맛있게 잘 먹고왔어요
4.0,1,곱창대창 맛있었어요 만족합니다
4.0,1,매장이 좀 시끄러운 것 빼곤 완벽
5.0,1,고기도두껍고 직접 구워주시고 맛있었어요
5.0,1,고기를 먹기좋게 구워주셔서 편해요 무엇보다 너무 맛있어서 즐겁게 먹고 마시고 왔습니다 회식할 때 또 올게요
4.5,1,고기 맛이 좋았어요 고기도 친절하게 구워주셔서 지인과 더 많은 이야기를 나눌 수 있었어요
4.0,1,맛있구 서비스 좋았어요
5.0,1,맛있어요
5.0,1,세 번째 방문입니다 맛나요
3.0,0,회식하기엔 좋은거같아요
4.5,1,반찬도 맛있고 깔끔해서 항상 애용해요 특히 크림리조또 너무 맛있어요 이전에 주던 오뎅탕도 맛있었는데 아쉬워요처음에 준 삼겹살이 반이상이 기름이어서 말씀드리니 빨리 바꿔주시고 정말 서비스도 너무 좋았습니다점 깍은건 고기가 양이 적고 질긴 부위가 있었기 때문이예요 일인분 양이 매우적어서 인분이 당연 인분인줄알았어요 그리고 삼겹살이 너무 질겨서 모두들 삼겹살은 추가하지 말자고 얘기가 나왔어요항정살과 가브리살은 정말 맛있어요그래도 너무 맛있어서 다시 갈거예요 
5.0,1,친절하고 맛있습니다 자주 올게요
5.0,1,너무배고파서 맛있게먹느라 정신없어서 다 먹고 사진찍어서 사진이 뱔루네요 퀄리티좋고 맛있어요
5.0,1,고기도 너무 맛있고 너무 친절하세요 고기 상태도 정말 좋아서 부들부들하고 너무 맛있게 잘 먹고 왔어요
5.0,1,진짜 최고 혜자 대혜자 죤맛탱맛집이에요육회도 냉면도 맛있어용
5.0,1,감격시대 저 처음왔는데 잘 먹고 갑니다 사장님이 이벤트 하나 끝내주게 해주시네여 와우
4.5,1,직원분들 친절하시고 고기도 맛있어요 밑반찬 기본제공으로 다양하게 되서 좋아요
5.0,1,소개받고 처음 가는데 기대 이상이였어요 앞으로도 종종 가야겠어요이모님들 사장님들 너무 친절하고 깨끗해요
5.0,1,큰아들과 방문후 작은아들 데리고 재방문질 좋은 고기 숯불에 구우니 완전 맛나요반찬도 깔끔 또 올거예요
5.0,1,감격시대 자주 오는데 맛있고 푸짐하게 잘 먹고갑니다
5.0,1,고기가 저렴해서 고기 외에는 크게 기대하지 않고 갔는데 밑반찬도 정말 푸짐하고 서비스도 좋았어요  자주 갈 듯
5.0,1,네이버에서 찾아보고 처음 예약해서 방문했는데 좋았습니다 음식도 맛있고 친절하게 잘 해주셨어요
3.0,0,생각보다 시끄러웠고 주문을 세 네번할정도로 소통이어려웠습니다 
5.0,1,맛도좋고 분위기 도 너무좋네요 또오겠습니다 
5.0,1,진짜 여기 존맛탱이에요 제발 가세요 근데 목살은 노 너무 퍽퍽해
5.0,1,역시 맛과 서비스 모두 만족스러웠습니다 착한 가격은 덤 이구요 
5.0,1,진심 인생맛집이네요직원들도 넘 친절해욤담에 또갈게요
5.0,1,테라스두 있구 좋았어요  맛두 가격두 백점이네요 감사합니다 
5.0,1,모임하기 좋습니다
3.5,1,청첩장모임위해 이용했어요 분위기 나쁘지않고 음식도 적당하긴한데고기집인데 된장찌개가없고 동치미국수가 가격대비 너무별로
4.5,1,가격 적당하고 기본 서비스로 계란찜 김치찌개도 맛나요
4.5,1,서비스도 좋고 분위기도 좋고 일단 맛있어요
5.0,1,갈빗살맛있었구요 강남역 중심가에서도 바깥쪽이라 비교적 한적하고 너무 좋았습니다
4.0,1,맛나요가격은 조금 덜 착해요
5.0,1,정말 너무너무 맛있는 가게에요  벌써 두번째 다녀옵니다당연히 갈빗살은 너무 맛있구요 비빔냉면도 너무 맛있습니다  엉엉 다음에 또 갈께요
5.0,1,한우 갈빗살 최고의 맛집 입니다
5.0,1,맛있네요 층 홀서비스도 훌륭하구요
4.0,1,회식으로 갔는데 가게도 깔끔하고 맛도 좋았습니다 
5.0,1,항상 잘 이용하고 있습니다
5.0,1,오랜만에 모임으로 방문했습니다 참석해주신 분 다 맛있다고 만족하셨어요코로나때문에 위생에 더 신경쓰는 모습이 보여서 안심하고 먹을 수 있었습니다지하주차장있다는거에 다들 감동하셨어요
3.5,1,맛있게잘먹었습니다
5.0,1,한우 특갈빗살 매우 맛있어요
5.0,1,고기를 맛있게 잘 구워주셔서 좋은 시간 보내고 왔습니다
4.5,1,맛있고 서비스도 다 좋은데 다소 양이 작네요
5.0,1,진대감 두번째인데 역시 차돌삼합 짱 맛있네요
4.5,1,잘먹고갑니다
1.0,0,예약했는데 따로 자리 없이 입구쪽 빈자리 앉으라고 하셔서 별루였어요 
4.5,1,음식이 맛있습니다 직원분들도 대부분 친절하셨어요
5.0,1,직원분들이 친절하시고 다 구워주셔서 편했어요 맛있네요 차돌삼합
5.0,1,맛있고 친절한 진대감입니다
5.0,1,친절하고 맛있었습니다
5.0,1,차돌삼합이 맛있어서 만족합니다
5.0,1,너무 맛있게 잘 먹었네요 직원들도 친절하고 마지막 아이스크림 디저트까지 완벽한 식사였습니다 고기는 조금씩 나와서 여러부위를 먹을 수 있다는 점이 가장 좋았네요
3.5,1,명이 예약하고 마감후 시 직원님들 모시고 고고씽가격대비 넘 잘먹었다고 직원들이 조아라 햇어요너무나 친절한 사장님 그리고 직원분들늘 변함없는 써비스
5.0,1,고기도 맛있고 친절하세요 다시한번 가서 이번엔 오마카세로 먹어보고 싶네요
2.5,0,다양한 부위의 소고기를 무제한으로 먹을 수 있다는건 좋지만 생각보다 고기가 맛있진 않았어요소고기 특유의 씹엇을때 고소한 맛이 거의 없었습니다 그래서 소스나 소금을 찍어서 먹다보니 되게 짜게 먹은 것 같네요그리고 식당 시스템상 너무 정신이 없어서 이건 단점이네요 또 먹으러 갈 것 같진 않아요
4.0,1,무한리필 소고기중에 제일 맛있게 먹었어요 고기 질도 생각보다도 좋았구요 다만 너무 바빠서 그런건지 주문을 하면 바로 안갖다주고 번정도 다시 주문해야 가져다주는 경우가 여러번 있었어서 아쉬웠어요 예약하고 갔는데도 자리가 바닥이랑 의자가 청소가 안돼있었던것도 너무 아쉬웠구요알바분들이 많은데 뭔가 체계적으로 돌아가지 못하고있는 느낌이었어요
3.0,0,맛은 잘모르겠지만  너무친절하셨어요 
5.0,1,고기와 밑반찬들의 구성이 굉장히 좋았어요사장님으로 보이는 분들을 비롯하여  직원들 모두 굉장히 친절하셨습니다금요일 저녁에 예약하고 방문했는데 예약안했으면 못 먹었을것 같아요 웨이팅 굉장합니다 예약하고 방문하시길 추천드리며 주차는 다소 불편했습니다강남쪽은 아무래도 주차가 복잡하니까 처음부터 예상하고 방문했습니다
3.5,1,직원들도 친절하고 매장이 깨끗해서 좋았어요저녁시간에 사람 많으니 예약하고 가는게 좋아요
5.0,1,회사에서 회식할때 종종 가는곳인데 가성비 정말 좋고 눈치안보고 맘껏 먹을수 있어서 더 좋은거 같아요 이번에 남친이랑 와서 엄청 잘 먹고 가욤
5.0,1,손님들 정말 많았는데도 직원분들 활기차게 친절하셔서 넘 좋았어요 무한리필로 많이 못먹을거 같아서 오마카세로 주문해서 먹었는데 구성도 너무 괜찮고 양도 정말 많았습니다 생고기부터 양념고기까지 다양하게 먹을 수 있어서 좋았어요
4.5,1,늘 깔끔하고 맛있어요
5.0,1,분위기도 고급스럽고 한우도 너무 맛있어요 정말 맛있는 부위 잘 주시더라고요 그리고 직원분들도 너무 친절하세요 맛있게 잘먹었습니다
5.0,1,언제나 최고에요
5.0,1,감사합니다 잘먹었습니다
5.0,1,점심 회식으로 가기 딱 좋아요 개별 룸 있어서 편하네요
5.0,1,서비스 훌륭하고 고기도 좋았습니다접대하기 좋은 식당입니다
5.0,1,주물럭이나 불고기 같은 런치세트 메뉴들이 다 괜찮아요  반찬도 정갈하게 나오구요 예약해서 그런지 조용한 룸에서 식사할 수 있는점도 좋았습니다 
5.0,1,고기도 넘 맛있었고 직원분들 서비스도 친절해서 매우 만족했습니다
4.0,1,친절하고 맛있어요
5.0,1,친절 깔끔 좋습니다
5.0,1,고기도 구워주고 맛있었어요 사람이 많아서 시끄럽긴했지만요
5.0,1,고기 맛있게 잘 구워주고 항아리 냉면 볶음밥도 맛있었어요또 가도록 하겠습니다
5.0,1,삼겹살 완전 맛있어요 꼭 예약하고 방문하시길
5.0,1,불판 온도 직접 맞춰서 구워주시고 맛있게 먹었어요
4.5,1,맛있게 잘 먹었습니다 감사합니다 
4.0,1,네이버 예약하고 갔는데 예약이 안되어있다고 하시더라구요예약된 화면 보여드렸는데도 안되어있다고 하셔서 당황했습니다 다행히 바로 자리가 있어서 들어가긴 했지만 이럴거면 네이버예약은 막아두시는게 낫겠다 싶었어요 혹시나 예약하실분들은 그냥 전화로 예약하시는게 확실하고 나을 것 같습니당고기는 맛있었어요 직접 구워주시고 해물라면까지 먹으니까 완벽하더라구요
4.5,1,괜찮아요 고기도 잘 구워주셔서 덕분에 맛있게 먹었습니다 사람들이 많을땐 좀 시끄러워서 그거 빼곤 만족합니다
5.0,1,맛도 최고고기질도너무좋고 맛있었어요
5.0,1,항정살이 통으로 나와 정말 맛있었어요
3.5,1,가고 싶네요
5.0,1,정말 좋은원육의 한우를 맛볼수 있었던곳가격도 굉장히 좋고 직원분들도 친절했습니다고기도 좋지만 서비스로 나온 육회도 수준급더 바른 정육식당 답게 이름값 하는곳 이었습니다
5.0,1,고기도 맛있고 분위기도 좋고 즐거운 시간이였습니다 사장님도 친절하시더군요
5.0,1,고기도 맛있고 직원분들도 친절해서 좋았어요 각 테이블이 좀 프라이빗하게 나눠져 있어서 더더 좋았습니다
5.0,1,굳굳 맛 좋고 서비스 매우좋음추천할만함사장님 서비스도 매우좋음 
4.0,1,가계가 정말 깔끔하고 분위기도 좋습니다그리고 음식도 하나하나 맛도 좋고 질도 좋았습니다 서비스도 하나하나 섬세하고 친절하게 챙겨주셔서 너무 좋습니다
5.0,1,맛있게 잘 먹고 왔습니다콜키지프리에세트메뉴까지 좋았어요
4.5,1,친절한 서비스뛰어난 맛비싼만큼 충분히 갑어치 합니다덧살붙여서 나온것고없고 지방제거도 잘되어있네요하나아쉬운건 첫번째판에 등심이 채끝쪽에 가까윤게 나와서 아쉬웠네요 이건 어쩔수없겠지만요
4.5,1,맛있고 분위기도 좋습니다
5.0,1,코로나로 손님은 없었지만 고기의 상태과 좋고 서비스가 좋습니다오랜만에 좋은 고기를 먹었습니다구워주셔서 감사합니다
5.0,1,맛있고 친절하셨어요 추천합니다
5.0,1,조용하고 맛있고 친절했어요 
5.0,1,사장님도 친절하시고 곱창도 맛있어요
5.0,1,직원 몇분들이 굉장히 친절하세요
5.0,1,강남역점 곱창고 다른데보다 가격도 싸고 개인적으로 양념댄 곱창을 좋아하는데 너무 직원분들이 알아서 잘라주기때문에 너무편했어요 번창하세요 
5.0,1,사람이 많은데는 다 이유가 있는것 같아요 맛있게 먹었어요 그리고 가격도 전보다 내려갔네요 직원들도 친절하고 좋아요 또 방문하고싶어요
5.0,1,날씨가 쌀쌀해져서 대낮부터 곱창먹으로 갔는데 맛있었어용곱창고는 뭐 실패는 없는 곱창집이라가게도 깔끔했고 식기도 깨끗해서 좋았어욤직원분들도 친절해서 만족쓰
5.0,1,망년회 사람들이 곱창을 좋아해서 곱창고 갔는데 양도 많고 값도 싸고 맛있어요  직원들도 친절 하고 그리고 돈이 아깝지 않고 남녀노소 할거 없이 다 잘 먹으니 좋아요 번창하세요 
5.0,1,곱창고 좋아해서 여러군데 가봤지만 강남역 곱창고가 회전율이 좋아서 그런지 곱창이 잡내없이 신선하고 곱도 가득해서 너무 만족했어요직원분들도 너무 친절하고 서비스가 좋아서곱창고 강남역점 강추 합니다
2.0,0,모둠 천원비싼메뉴 인인데 일단 기본적으로 대창막창 이것저것 나오는건 좋았고 맛은 나쁘지 않았지만물이 너무 많이 나옴 흘러넘치다못해 폭포수 인줄 곱창에 이렇게까지 물이 많이나올수도있나 싶고 무게증량을위해 물이머금은건 아닌가 싶을정도임 또 양이 없음 엄청 쪼그라들어서 사진에 나온거 반도 안됨그리고 볶음밥은 생각해도 좀 어의가 없던게 볶아주는게 아니라 이미볶아나온 옛날도시락김치볶음밥을 얹어주고 끝곱창먹을때 볶아주는 서비스가 캐바캐 이겠지만 이런게 일절없어서 아쉬웠음 두번은 안갈듯
4.0,1,친절하시고 저렴하고 맛있어요
3.0,0,맛도좋고 서비스도 좋지만양은 적고 시끄럽습니다그래도 재방문은 오키오키
5.0,1,만족만족 만족만족 만족만족 
4.0,1,맛있어요단독룸이라 요즘같은때에 좋았고팀회식 즐겁게 했습니다
4.5,1,강남점 첫 방문인데 넘나 좋았어요 남편 생일 기념으로 갔는데 서비스도 챙겨주시규 담에 또 갈예정이에요 
5.0,1,깔끔하고 조용하곳으로 해주셔서 잘 먹고 와습니다맛도 맛있었어요 가격은 좀 센편이죠
5.0,1,항상 맛있네요 친절하게 구워주셔서 더 맛있고 편합니다 
4.0,1,가격은 비싸지만 맛은 있어요
5.0,1,직원분들이 엄청 친절하시고 맛났어요
5.0,1,매우 맛있었습니다 서빙해주시는 분도 친절하시고 신경 많이 써주셨습니다 실내도 쾌적했습니다 코로나 영향인지 손님이 다소 적어보였는데 손님 입장에서는 더 좋았습니다 동네 거주자인데 자주 갈 계획입니다 더욱 번창하기를
5.0,1,남편 생일이라 전날 급하게 예약했는데도 와인이랑 서비스 챙겨주시고너무너무 맛있게 잘 먹고왔네요 서비스 최고에요
4.5,1,점심시간에 가서 통문어갈비탕을 먹었는데 대만족
4.0,1,손님이 너무 많아서 그런지 고기 구워주시긴 하셨지만 디테일하게 신경써주시지는 않더라고요  그래도 고기는 맛있었습니다
4.0,1,맛있는데 가격은 쎈 펀
5.0,1,어멍세트랑 오겹살 돼지껍대기 먹었는데 맛있어요 깔끔하고 고기구워주셔서 편해요 모임하기 좋은것같아요
5.0,1,맛있고 좋았어요
5.0,1,쾌적한 분위기 깔끔한 맛 매우만족합니다
5.0,1,맛있고 누룽지도 맛있었어요 다음에도 가고싶네요
4.0,1,좋습니다 맛듀 좋고손님이 몰리면 신경 좀 못써주신건 살짝 아쉬웠어용 
5.0,1,고기 너무 맛있어요 다음에 또 갈게요 구워주셔서 편하고 반찬들도 다 맛있어요 
4.5,1,음식은 좋았어요 구워주시고 좋았어요는 명 예약하면서 같이 앉을수 있게 해달라고 적었는데 명명 으로 배치가 되있어서 뺐어요 결국 명이 와서 명 테이블에 같이 낑겨앉았지만 같이 앉을 최대 인원수는 명인거 같네요 
5.0,1,김치볶음밥까지 싹 다 먹어치웠습니다 항상 맛있어요
5.0,1,맛있어요 맥주가 좀 시원했음 좋겠어요
5.0,1,가장 맛있는 족발 항상 맛있어요
3.5,1,일전부터 예약을 하고 갔는데요예약해둔 자리에 다른손님 받고 다른빈자리로 안내해주고 테이블 셋팅을 그때 하셧어요기분이 안좋았어요그외 음식 맛은 괜찮았어요
1.0,0,인 가서 짜리 반반족발 보쌈 시켰는데 반반밖에 안나옴 착각했는지 그래서 말했더니 다시 보쌈 가져왔는데 이게 만원짜리가 맞는지 싶을정도로 적던데 다신 개인적으로 양이 너무 적어서 다신 안가려고함
5.0,1,역시 가족 반반족발 넘 맛있었어요  강츄
5.0,1,친절하시고 가게도 크고 서비스도 좋았습니다
5.0,1,잘먹었습니다 역시 가족은 가족이네요
5.0,1,오랜만에 정말 맛있는 족발을 먹었어요다음에 꼭 다시 들릴겁니다
5.0,1,체인점 여러개 방문했는데 방문시마다 만족합니다
5.0,1,족발은 어느 지점이던 여기가 가장 괜찮고 개인적으로 밑반찬도 여러가지 잘 나와서 좋아요
5.0,1,전참시 이영자 맛집 진짜 맛있게 먹고왔어요볶음밥은 필수예요
5.0,1,진대감 차돌삼합 너무 맛있게 먹어서 강남역데이트 하면서 또 먹어러갔는데 차돌이랑 관자 너무 맛있게 구워주셨어요 곤드레짱아찌 삼합이 제일 맛있어요 마무리는 날치알 듬뿍 볶음밥으로 했는데 센스쟁이 사장님께서 핫트모양으로 만들어주셨답니당 무려 가지로 다양하게 즐길 수 있는 차돌삼합 또 친절하셔서 좋았어요 
5.0,1,맛있고 엄청친절하십니다
5.0,1,친절하시고 고기도 직접 구워주셔서 편하게 식사할 수 있었습니다
5.0,1,진대감을 여러 지점 가봤는데 서비스가 단연 최고였어요 다른 지점이 안좋다는건 아닌데 제가 가봤던 음식점 중에서도 유독 좋았어요 직원분들 모두 친절하시고 맛은 말할 것도 없습니당 최고에요 특별한 날에 또 방문하고 싶습니다
5.0,1,사장님이랑 이모님들이 바쁜 와중에도 번갈아 삼합 맛나게 구워주셔서 너무 좋았습니다그래서 다른 진대감집 보다 훨씬 맛도 좋았습니다코로나 이후 간만에 손님 많아진거라고 바쁨을 즐기시는 이모님 모습에 활기가 넘쳐보여 좋았습니다다음에 또 갈게요 건강하세요
5.0,1,이영자가 인정하는 맛집 차돌삼합 최고입니다
5.0,1,모임으로 갔는데 맛도 서비스도 엄청 좋았어요 다들 또 가고싶다고 좋아했어요
5.0,1,진대감 역시 실망시키지 않아요고소한 차돌박이에 관자살 그리고 반찬에다 싸먹는 맛은 어디에도 없는 맛이라서 꼭 진대감만 가게 되네요 마무리 해장국까지 잘먹었어요원래 볶음밥 먹는데 오늘은 다른거 먹어 봤는데 이조합도 나쁘지 않네요
4.0,1,맛있어요
5.0,1,친절하고 맛있네요
3.5,1,친절 하고 맛 있었는데 정원 관리를 잘 했으면 더 좋았을 듯 식사 후 정원이 좋아 보여서 나가 보았는데 관리가 영 
4.5,1,예약하다가 자주먹던 메뉴말고 삼겹살을 처음주문해서 먹었는데 생각이상으로 괜찮네요 아 그냥 맛있어요 질도 좋구 뭐 이정도면 동네 프렌차이즈 고깃집보다 나은거같아요
5.0,1,친절하시고 맛있었어요 담에 또 갈께요
5.0,1,삼겹살이 씹었을때 넘 탱글탱글해서 씹는재미도 있지만 돼지비린내도 안나구 아주 훌륭했습니다 다들 전복삼합만 알지 이 삼겹살은 잘 몰라서 안먹는건가하고 생각이 들더라구요 저희가족은 앞으로 자주와서 먹을 예정이에요
4.0,1,한우 차돌박이 고기맛은 정말 좋았습니다 근데 반찬조합이 조금 아쉬운거 같았고테이블 주변에 왕파리들이 몇 마리 날아다녀서  밥 먹는데 신경 쓰였네요 
5.0,1,솔직히 겉 분위기만 봐서는 삼겹살이 비쌀줄 알았는데 생각보다 비싸지도 않고 오히려 가성비 좋았음 맛도 있는데 반찬구성도 수준이상임
5.0,1,깻잎이랑 싸서먹구 장아찌들이랑 한번씩 싸서 먹구 반찬 골라먹는 재미도 있었지만 고기자체가 맛있어서 뭐든 더 맛있게 느껴지네욤
5.0,1,삼겹살을 씹으니까 육즙이어우야 이런삼겹살 너무 좋아요 자주와야딩 
5.0,1,소주가 원이라 겁나 비싸지만 다 구워주시고 맛도 있어요
5.0,1,고기 너무 맛있었어요
5.0,1,맛잇엇어요 감사합니다
5.0,1,분위기 좋고 너무 맛있었어욯
5.0,1,회식 장소로 제격이네요 고기가 신선하고 맛있습니다 마지막에 사장님께서 호올스 사탕까지 챙겨주시는 센스
5.0,1,매장도 깔끔하고 고기도 두툼하니 맛있게 잘먹었습니다무엇보다 소주 맥주가 시원해서 좋았네요 
5.0,1,조용한 자리 부탁드린다 말씀드렸더니 자리도 아주 좋고 고기도 맛있었습니다
4.0,1,고기 맛있네요 근데 양은 적어요 강남이라 가격이 좀 되나봅니다 
5.0,1,꿀맛이에요 다 구워주셔서 편해요
5.0,1,네이버 예약이 잘 되어 있어서 테이블 셋팅은 이미 되어 있었습니다고기도 맛있고 즐겁게 식사할 수 있었습니다추천합니다
4.5,1,다 구워주고 맛있어요 
5.0,1,어제 죄송스럽게 역삼점으로 변경방문했는데 정말 맛있게 즐거운 식사를 해서 좋았습니다냉삼 껍데기 모두 좋았고 반찬 리필도 정말 잘해주셨어요
5.0,1,친절하고 맛있고 또 갈께요
5.0,1,레트로 분위기도 좋고 서비스도 좋았습니다 
4.5,1,냉동인데 냄세도 없고 맛있네요
5.0,1,언제나 맛있는 음식 감사합니다
4.0,1,매장은 깔끔하고 테이블 간격이 생각보다 여유있어서 대화하고 이동에 불편함없이 만족스럽습니다 직원들의 응대도 빠르고 좋습니다 단점은 연기가 잘 빠지지 않는 단점이있습니다 고기 퀄리티도 타 매장에 비해 좋은 편입니다 볶음밥도 맛있네요추천합니다
5.0,1,맛있게 잘 먹었어요 또 갈꺼에요
5.0,1,나리의 집보다 더 맛있어요  특히 꼬막비빔면 별미네용
5.0,1,제주산 삽겹살 맛나요
5.0,1,오랜만에 냉삼 아주 맛나게 잘 먹었습니다
5.0,1,각 방으로 되어있고 환기도 잘 되어서 좋습니다 음식도 정갈하게 나오고 좋네요 일만에 재 방문입니다 두 번 모두 만족 스럽네요 조용히 고기 먹으면서 얘기하기에 아주 좋습니다 
4.0,1,고기도 맛있고 일단 두명인데도 룸에 자리를 잡고 먹을수있어서 좋습니다 다음에 또 갈게요
5.0,1,깔끔하고 좋았습니다
4.5,1,기대이상입니다 고기를 구워주셔서 편하고 맛있게 먹었습니다가격도 생각보다 저렴했습니다
4.0,1,막걸리와 참이슬 빨간게 없어서 아쉬워 별하나 뺐고요나머지는 만족합니다프라이빗한 룸에서 고기를 즐길 수 있어서 좋았습니다
5.0,1,좋아요
5.0,1,조용한 룸 배정 좋았고 고기도 상당히 부드럽고 맛있어요 다음에 부모님이나 손님 모시고 가면 너무 좋아하실것 같아요 
5.0,1,맛도 서비스도 친절도 모두 만족입니당
4.0,1,룸이 있어 식사하기 편합니다
3.0,0,스페셜모둠 시켰는데 살치살은 정말 드라이에이징 잘해서 나오는 고소한 치즈맛 나고 너무 좋았어요 다만 주시는 소금이 너무 일반 소금이라 고기맛을 전혀 못살리는 느낌 밑반찬 깔끔하고 고기도 잘 구워주시는데 한꺼번에 다 구워주고 가셔서 천천히 먹으니 막판에 다 식어서 따로 불판에 도로 뎁혀 먹었어요 새우살 등심은 그냥 평범합니다 시간 숙성치고 된장죽 칼칼하고 맛있어요
5.0,1,가족 모두 맛있는 음식과 세심한 서비스에 좋은 시간을 보냈습니다
5.0,1,너무 맛있었어요 다음에 또 올거에요
5.0,1,솥뚜껑에 구워서 그런지 삼겹살도 맛있고 비율도 적절해서 간만에 맛있는 삼겹살 먹은거 같아 기분이 좋았습니다
5.0,1,맛있게 잘먹었어요근데 네이버 예약 파인애플 안줌여기 정말 최고네요 그냥 파인애플 안줬다 썼을뿐인데 죄송하다고 연락까지제가 죄송해지는 마음 식사할때 내내 서비스 좋아서 기분좋게 밥먹었는데사후 서비스까지 최고입니다담에 다시 꼭 갈래요 
4.5,1,다양힐 야채 백김치  묵은지 일붐
5.0,1,건강한 재료와 맛있는 삼겹살까지 맛있게 먹고 갑니다
5.0,1,삼겹살 인분 주문해서 먹었는데 진짜 양 어마어마한 계란찜도 서비스로 주시고 사이드 반찬들도 엄청 다양해서 되게 배부르게 잘먹었어요 고기도 되게 야들야들하고 도톰해요  묵은지도 같이 솥뚜껑불판위에 얹어주시는데 꼭 같이 드세요  직원분들도 엄청 친절하시고 매장도 깨끗하고 쾌적해요   무조건 재방문 하렵니다  
4.5,1,최근 나 혼자 산다 프로그램에 미나리 삼겹살이 나와서 오랜만에 방문하였는데 매번 느끼지만 음식도 정갈하고 특히 사장님과 여직원분의 친절한 서비스가 좋습니다손님도 많아져서 보기 좋았네요아 여기 수제소세지도 맛나요
0.5,0,여러 소고기집 많은데 괜히 여기로갔네요만원짜리세트 만천짜리 세트있는데그냥 만천 짜리 세트 두개먹으려고 둘이서그거 시켰더니 이모가 하는말잌 이건 질보단 양이에요 비꼬듯이 말하는데 어이가없어섴 그게 할소리입니까 손님한텤 고기도 그저 대충 툭툭 던져놓고 타곸 손님 모시고 간것만 아니었으면 뭐라하려했는데 손님때문에 대충하고 나왔네요 그냥 강남에서 그래도 소고기 구워주는거 하려면 거 일하는 이모들 교육부터 잘시키길 제발손님을 왕모시듯이하라는게 아니라 뭐 먹는 사람한테 할말 못할말은 가려하게 해주세요
4.0,1,코로나때문에 여러명 식사하기가 부담되었는데 기본찬이 개인별로 나와서 좋았습니다
5.0,1,너무 친절하시고 맛도 좋고 언제가도 만족이에요
5.0,1,만족합니다
5.0,1,맛있음요
4.0,1,고기가 참 맛있습니다
4.0,1,점심회식했는데 친절히시고 맛있게 잘먹었어요
